CID,Date_Key,Date,Day,Weekday,WeekDayName,IsWeekend,IsHoliday,HolidayText,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,ISOWeekOfYear,Month,MonthName,Quarter,QuarterName,Year,MMYYYY,MonthYear,order_name,OrderDate,order_number,LineID,sku,name,price,title,amount,quantity,product_id,variant_id,variant_title,total_discount,ClientID,options,barcode,InventoryItemId,InventoryQuantity,vendor,product_type,handle,status,CustomerID,first_name,last_name,email,currency,TotalSpent,AddressID,City,Province,Country
50,20150115.0,2015-01-15,15.0,5.0,Thursday,0.0,0.0,,3.0,15.0,3.0,3.0,3.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150116.0,2015-01-16,16.0,6.0,Friday,0.0,0.0,,3.0,16.0,3.0,3.0,3.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150117.0,2015-01-17,17.0,7.0,Saturday,1.0,0.0,,3.0,17.0,3.0,3.0,3.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150118.0,2015-01-18,18.0,1.0,Sunday,1.0,0.0,,3.0,18.0,4.0,4.0,3.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150119.0,2015-01-19,19.0,2.0,Monday,0.0,1.0,Martin Luther King Day,3.0,19.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150120.0,2015-01-20,20.0,3.0,Tuesday,0.0,0.0,,3.0,20.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150121.0,2015-01-21,21.0,4.0,Wednesday,0.0,0.0,,3.0,21.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150122.0,2015-01-22,22.0,5.0,Thursday,0.0,0.0,,4.0,22.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150123.0,2015-01-23,23.0,6.0,Friday,0.0,0.0,,4.0,23.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150124.0,2015-01-24,24.0,7.0,Saturday,1.0,0.0,,4.0,24.0,4.0,4.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150125.0,2015-01-25,25.0,1.0,Sunday,1.0,0.0,,4.0,25.0,5.0,5.0,4.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150126.0,2015-01-26,26.0,2.0,Monday,0.0,0.0,,4.0,26.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150127.0,2015-01-27,27.0,3.0,Tuesday,0.0,0.0,,4.0,27.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150128.0,2015-01-28,28.0,4.0,Wednesday,0.0,0.0,,4.0,28.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150129.0,2015-01-29,29.0,5.0,Thursday,0.0,0.0,,5.0,29.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150130.0,2015-01-30,30.0,6.0,Friday,0.0,0.0,,5.0,30.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150131.0,2015-01-31,31.0,7.0,Saturday,1.0,0.0,,5.0,31.0,5.0,5.0,5.0,1.0,January,1.0,First,2015.0,012015,Jan2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150201.0,2015-02-01,1.0,1.0,Sunday,1.0,0.0,,1.0,32.0,1.0,6.0,5.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150202.0,2015-02-02,2.0,2.0,Monday,0.0,0.0,,1.0,33.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150203.0,2015-02-03,3.0,3.0,Tuesday,0.0,0.0,,1.0,34.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150204.0,2015-02-04,4.0,4.0,Wednesday,0.0,0.0,,1.0,35.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150205.0,2015-02-05,5.0,5.0,Thursday,0.0,0.0,,1.0,36.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150206.0,2015-02-06,6.0,6.0,Friday,0.0,0.0,,1.0,37.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150207.0,2015-02-07,7.0,7.0,Saturday,1.0,0.0,,1.0,38.0,1.0,6.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150208.0,2015-02-08,8.0,1.0,Sunday,1.0,0.0,,2.0,39.0,2.0,7.0,6.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150209.0,2015-02-09,9.0,2.0,Monday,0.0,0.0,,2.0,40.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150210.0,2015-02-10,10.0,3.0,Tuesday,0.0,0.0,,2.0,41.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150211.0,2015-02-11,11.0,4.0,Wednesday,0.0,0.0,,2.0,42.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150212.0,2015-02-12,12.0,5.0,Thursday,0.0,0.0,,2.0,43.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150213.0,2015-02-13,13.0,6.0,Friday,0.0,0.0,,2.0,44.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150214.0,2015-02-14,14.0,7.0,Saturday,1.0,0.0,,2.0,45.0,2.0,7.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150215.0,2015-02-15,15.0,1.0,Sunday,1.0,0.0,,3.0,46.0,3.0,8.0,7.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150216.0,2015-02-16,16.0,2.0,Monday,0.0,1.0,President's Day,3.0,47.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150217.0,2015-02-17,17.0,3.0,Tuesday,0.0,0.0,,3.0,48.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150218.0,2015-02-18,18.0,4.0,Wednesday,0.0,0.0,,3.0,49.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150219.0,2015-02-19,19.0,5.0,Thursday,0.0,0.0,,3.0,50.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150220.0,2015-02-20,20.0,6.0,Friday,0.0,0.0,,3.0,51.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150221.0,2015-02-21,21.0,7.0,Saturday,1.0,0.0,,3.0,52.0,3.0,8.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150222.0,2015-02-22,22.0,1.0,Sunday,1.0,0.0,,4.0,53.0,4.0,9.0,8.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150223.0,2015-02-23,23.0,2.0,Monday,0.0,0.0,,4.0,54.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150224.0,2015-02-24,24.0,3.0,Tuesday,0.0,0.0,,4.0,55.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150225.0,2015-02-25,25.0,4.0,Wednesday,0.0,0.0,,4.0,56.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150226.0,2015-02-26,26.0,5.0,Thursday,0.0,0.0,,4.0,57.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150227.0,2015-02-27,27.0,6.0,Friday,0.0,0.0,,4.0,58.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150228.0,2015-02-28,28.0,7.0,Saturday,1.0,0.0,,4.0,59.0,4.0,9.0,9.0,2.0,February,1.0,First,2015.0,022015,Feb2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150301.0,2015-03-01,1.0,1.0,Sunday,1.0,0.0,,1.0,60.0,1.0,10.0,9.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150302.0,2015-03-02,2.0,2.0,Monday,0.0,0.0,,1.0,61.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150303.0,2015-03-03,3.0,3.0,Tuesday,0.0,0.0,,1.0,62.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150304.0,2015-03-04,4.0,4.0,Wednesday,0.0,0.0,,1.0,63.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150305.0,2015-03-05,5.0,5.0,Thursday,0.0,0.0,,1.0,64.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150306.0,2015-03-06,6.0,6.0,Friday,0.0,0.0,,1.0,65.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150307.0,2015-03-07,7.0,7.0,Saturday,1.0,0.0,,1.0,66.0,1.0,10.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150308.0,2015-03-08,8.0,1.0,Sunday,1.0,0.0,,2.0,67.0,2.0,11.0,10.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150309.0,2015-03-09,9.0,2.0,Monday,0.0,0.0,,2.0,68.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150310.0,2015-03-10,10.0,3.0,Tuesday,0.0,0.0,,2.0,69.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150311.0,2015-03-11,11.0,4.0,Wednesday,0.0,0.0,,2.0,70.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150312.0,2015-03-12,12.0,5.0,Thursday,0.0,0.0,,2.0,71.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150313.0,2015-03-13,13.0,6.0,Friday,0.0,0.0,,2.0,72.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150314.0,2015-03-14,14.0,7.0,Saturday,1.0,0.0,,2.0,73.0,2.0,11.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150315.0,2015-03-15,15.0,1.0,Sunday,1.0,0.0,,3.0,74.0,3.0,12.0,11.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150316.0,2015-03-16,16.0,2.0,Monday,0.0,0.0,,3.0,75.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150317.0,2015-03-17,17.0,3.0,Tuesday,0.0,0.0,,3.0,76.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150318.0,2015-03-18,18.0,4.0,Wednesday,0.0,0.0,,3.0,77.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150319.0,2015-03-19,19.0,5.0,Thursday,0.0,0.0,,3.0,78.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150320.0,2015-03-20,20.0,6.0,Friday,0.0,0.0,,3.0,79.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150321.0,2015-03-21,21.0,7.0,Saturday,1.0,0.0,,3.0,80.0,3.0,12.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150322.0,2015-03-22,22.0,1.0,Sunday,1.0,0.0,,4.0,81.0,4.0,13.0,12.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150323.0,2015-03-23,23.0,2.0,Monday,0.0,0.0,,4.0,82.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150324.0,2015-03-24,24.0,3.0,Tuesday,0.0,0.0,,4.0,83.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150325.0,2015-03-25,25.0,4.0,Wednesday,0.0,0.0,,4.0,84.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150326.0,2015-03-26,26.0,5.0,Thursday,0.0,0.0,,4.0,85.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150327.0,2015-03-27,27.0,6.0,Friday,0.0,0.0,,4.0,86.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150328.0,2015-03-28,28.0,7.0,Saturday,1.0,0.0,,4.0,87.0,4.0,13.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150329.0,2015-03-29,29.0,1.0,Sunday,1.0,0.0,,5.0,88.0,5.0,14.0,13.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150330.0,2015-03-30,30.0,2.0,Monday,0.0,0.0,,5.0,89.0,5.0,14.0,14.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150331.0,2015-03-31,31.0,3.0,Tuesday,0.0,0.0,,5.0,90.0,5.0,14.0,14.0,3.0,March,1.0,First,2015.0,032015,Mar2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150401.0,2015-04-01,1.0,4.0,Wednesday,0.0,0.0,,1.0,91.0,1.0,14.0,14.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150402.0,2015-04-02,2.0,5.0,Thursday,0.0,0.0,,1.0,92.0,1.0,14.0,14.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150403.0,2015-04-03,3.0,6.0,Friday,0.0,1.0,Good Friday,1.0,93.0,1.0,14.0,14.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150404.0,2015-04-04,4.0,7.0,Saturday,1.0,0.0,,1.0,94.0,1.0,14.0,14.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150405.0,2015-04-05,5.0,1.0,Sunday,1.0,1.0,Easter Sunday,1.0,95.0,2.0,15.0,14.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150406.0,2015-04-06,6.0,2.0,Monday,0.0,1.0,Easter Monday,1.0,96.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150407.0,2015-04-07,7.0,3.0,Tuesday,0.0,0.0,,1.0,97.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150408.0,2015-04-08,8.0,4.0,Wednesday,0.0,0.0,,2.0,98.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150409.0,2015-04-09,9.0,5.0,Thursday,0.0,0.0,,2.0,99.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150410.0,2015-04-10,10.0,6.0,Friday,0.0,0.0,,2.0,100.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150411.0,2015-04-11,11.0,7.0,Saturday,1.0,0.0,,2.0,101.0,2.0,15.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150412.0,2015-04-12,12.0,1.0,Sunday,1.0,0.0,,2.0,102.0,3.0,16.0,15.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150413.0,2015-04-13,13.0,2.0,Monday,0.0,0.0,,2.0,103.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150414.0,2015-04-14,14.0,3.0,Tuesday,0.0,0.0,,2.0,104.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150415.0,2015-04-15,15.0,4.0,Wednesday,0.0,0.0,,3.0,105.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150416.0,2015-04-16,16.0,5.0,Thursday,0.0,0.0,,3.0,106.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150417.0,2015-04-17,17.0,6.0,Friday,0.0,0.0,,3.0,107.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150418.0,2015-04-18,18.0,7.0,Saturday,1.0,0.0,,3.0,108.0,3.0,16.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150419.0,2015-04-19,19.0,1.0,Sunday,1.0,0.0,,3.0,109.0,4.0,17.0,16.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150420.0,2015-04-20,20.0,2.0,Monday,0.0,0.0,,3.0,110.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150421.0,2015-04-21,21.0,3.0,Tuesday,0.0,0.0,,3.0,111.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150422.0,2015-04-22,22.0,4.0,Wednesday,0.0,0.0,,4.0,112.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150423.0,2015-04-23,23.0,5.0,Thursday,0.0,0.0,,4.0,113.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150424.0,2015-04-24,24.0,6.0,Friday,0.0,0.0,,4.0,114.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,20150425.0,2015-04-25,25.0,7.0,Saturday,1.0,0.0,,4.0,115.0,4.0,17.0,17.0,4.0,April,2.0,Second,2015.0,042015,Apr2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
